symbol,symbol_era_id,historical_identity_status,historical_issuer_name,historical_event_type,historical_event_date,historical_successor,source_url,source_note
SHCR,SHCR#001,manual_verified_historical_identity,"Sharecare, Inc.",merger_or_acquisition_terminal,2024-10-22,,https://www.sec.gov/Archives/edgar/data/1816233/000110465924110587/tm2426616d1_sc13e3a.htm,workflow=sec_identity_first_v1; identity_cik=1816233; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=SC 13E3/A; accession=0001104659-24-110587; date_distance=0
SJW,SJW#001,manual_verified_historical_identity,SJW GROUP,operating_lifecycle_terminal,2025-05-05,,https://www.sec.gov/Archives/edgar/data/766829/000076682925000048/sjw-20250505.htm,workflow=sec_identity_first_v1; identity_cik=766829; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000766829-25-000048; date_distance=0
SLRX,SLRX#001,manual_verified_historical_identity,"Salarius Pharmaceuticals, Inc.",delisting_or_registration_termination,2026-01-07,,https://www.sec.gov/Archives/edgar/data/1615219/000161521926000005/flks-20251231.htm,workflow=sec_identity_first_v1; identity_cik=1615219; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001615219-26-000005; date_distance=0
SMAR,SMAR#001,manual_verified_historical_identity,SMARTSHEET INC,delisting_or_registration_termination,2025-01-22,,https://www.sec.gov/Archives/edgar/data/1366561/000162828025002101/smar-20250122.htm,workflow=sec_identity_first_v1; identity_cik=1366561; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001628280-25-002101; date_distance=0
SMFL,SMFL#001,manual_verified_historical_identity,"SMART FOR LIFE, INC.",delisting_or_registration_termination,2024-09-19,,https://www.sec.gov/Archives/edgar/data/1851860/000121390024085611/ea0216750-8k_smart.htm,workflow=sec_identity_first_v1; identity_cik=1851860; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-24-085611; date_distance=-1
SOL,SOL#001,manual_verified_historical_identity,Emeren Group Ltd,delisting_or_registration_termination,2025-12-12,,https://www.sec.gov/Archives/edgar/data/1417892/000110465925120808/tm2533348d2_8k.htm,workflow=sec_identity_first_v1; identity_cik=1417892; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001104659-25-120808; date_distance=0
SONN,SONN#001,manual_verified_historical_identity,"Sonnet BioTherapeutics Holdings, Inc.",delisting_or_registration_termination,2025-12-02,,https://www.sec.gov/Archives/edgar/data/1106838/000149315225025884/form8-k.htm,workflow=sec_identity_first_v1; identity_cik=1106838; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001493152-25-025884; date_distance=0
SPNS,SPNS#001,manual_verified_historical_identity,SAPIENS INTERNATIONAL CORP N V,delisting_or_registration_termination,2025-12-17,,https://www.sec.gov/Archives/edgar/data/885740/000121390025122732/ea0269665-6k_sapiens.htm,workflow=sec_identity_first_v1; identity_cik=885740; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=6-K; accession=0001213900-25-122732; date_distance=0
SRAX,SRAX#001,manual_verified_historical_identity,"SRAX, Inc.",delisting_or_registration_termination,2023-03-09,,https://www.sec.gov/Archives/edgar/data/1538217/000149315223007017/form8-k.htm,workflow=sec_identity_first_v1; identity_cik=1538217; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001493152-23-007017; date_distance=-1
SRCL,SRCL#001,manual_verified_historical_identity,STERICYCLE INC,delisting_or_registration_termination,2024-11-04,,https://www.sec.gov/Archives/edgar/data/861878/000110465924118407/tm2428093d1_1512g.htm,workflow=sec_identity_first_v1; identity_cik=861878; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=15-12G; accession=0001104659-24-118407; date_distance=0
SUP,SUP#001,manual_verified_historical_identity,SUPERIOR INDUSTRIES INTERNATIONAL INC,delisting_or_registration_termination,2025-07-08,,https://www.sec.gov/Archives/edgar/data/95552/000119312525156459/d63243d8k.htm,workflow=sec_identity_first_v1; identity_cik=95552; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001193125-25-156459; date_distance=-14
TBLT,TBLT#001,manual_verified_historical_identity,"Toughbuilt Industries, Inc",delisting_or_registration_termination,2024-08-07,,https://www.sec.gov/Archives/edgar/data/1668370/000121390024066541/ea0210847-8k_tough.htm,workflow=sec_identity_first_v1; identity_cik=1668370; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-24-066541; date_distance=1
TCON,TCON#001,manual_verified_historical_identity,"Tracon Pharmaceuticals, Inc.",delisting_or_registration_termination,2024-06-13,,https://www.sec.gov/Archives/edgar/data/1394319/000095017024072265/tcon-20240611.htm,workflow=sec_identity_first_v1; identity_cik=1394319; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950170-24-072265; date_distance=14
TCS,TCS#001,manual_verified_historical_identity,"Container Store Group, Inc.",delisting_or_registration_termination,2024-12-10,,https://www.sec.gov/Archives/edgar/data/1411688/000110465924127224/tm2430348d2_8k.htm,workflow=sec_identity_first_v1; identity_cik=1411688; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001104659-24-127224; date_distance=-1
TFFP,TFFP#001,manual_verified_historical_identity,"TFF Pharmaceuticals, Inc.",delisting_or_registration_termination,2024-12-13,,https://www.sec.gov/Archives/edgar/data/1733413/000121390024107409/ea0224167-8k_tffpharma.htm,workflow=sec_identity_first_v1; identity_cik=1733413; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001213900-24-107409; date_distance=-1
TPX,TPX#001,manual_verified_historical_identity,SOMNIGROUP INTERNATIONAL INC.,operating_lifecycle_terminal,2025-02-05,,https://www.sec.gov/Archives/edgar/data/1206264/000120626425000037/tpx-20250218.htm,workflow=sec_identity_first_v1; identity_cik=1206264; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001206264-25-000037; date_distance=9
TSVT,TSVT#001,manual_verified_historical_identity,"2seventy bio, Inc.",delisting_or_registration_termination,2025-05-13,,https://www.sec.gov/Archives/edgar/data/1860782/000114036125018514/ny20048433x3_8k.htm,workflow=sec_identity_first_v1; identity_cik=1860782; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-25-018514; date_distance=0
TUP,TUP#001,manual_verified_historical_identity,TUPPERWARE BRANDS CORP,delisting_or_registration_termination,2024-09-19,,https://www.sec.gov/Archives/edgar/data/1008654/000100865424000073/tup-20240918.htm,workflow=sec_identity_first_v1; identity_cik=1008654; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001008654-24-000073; date_distance=-1
TWKS,TWKS#001,manual_verified_historical_identity,"Thoughtworks Holding, Inc.",merger_or_acquisition_terminal,2024-11-13,,https://www.sec.gov/Archives/edgar/data/1866550/000121390024097502/ea021234407-sc13e3a5_thought.htm,workflow=sec_identity_first_v1; identity_cik=1866550; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|completion_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=SC 13E3/A; accession=0001213900-24-097502; date_distance=0
VAPO,VAPO#001,manual_verified_historical_identity,VAPOTHERM INC,delisting_or_registration_termination,2023-12-07,,https://www.sec.gov/Archives/edgar/data/1253176/000095017023069190/vapo-20231207.htm,workflow=sec_identity_first_v1; identity_cik=1253176; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0000950170-23-069190; date_distance=7
VBTX,VBTX#001,manual_verified_historical_identity,"Veritex Holdings, Inc.",delisting_or_registration_termination,2025-10-20,,https://www.sec.gov/Archives/edgar/data/1501570/000110465925100622/tm2529027d1_8k.htm,workflow=sec_identity_first_v1; identity_cik=1501570; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001104659-25-100622; date_distance=0
VERO,VERO#001,manual_verified_historical_identity,Venus Concept Inc.,delisting_or_registration_termination,2026-01-30,,https://www.sec.gov/Archives/edgar/data/1409269/000114036126001749/ef20063464_8k.htm,workflow=sec_identity_first_v1; identity_cik=1409269; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001140361-26-001749; date_distance=7
VIVE,VIVE#001,manual_verified_historical_identity,"VIVEVE MEDICAL, INC.",delisting_or_registration_termination,2023-01-17,,https://www.sec.gov/Archives/edgar/data/879682/000143774923001184/vive20230117_8k.htm,workflow=sec_identity_first_v1; identity_cik=879682; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001437749-23-001184; date_distance=1
VRPX,VRPX#001,manual_verified_historical_identity,"Virpax Pharmaceuticals, Inc.",delisting_or_registration_termination,2025-04-04,,https://www.sec.gov/Archives/edgar/data/1708331/000173112225000521/e6489_8k.htm,workflow=sec_identity_first_v1; identity_cik=1708331; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001731122-25-000521; date_distance=-1
VTNR,VTNR#001,manual_verified_historical_identity,Vertex Energy Inc.,delisting_or_registration_termination,2024-10-08,,https://www.sec.gov/Archives/edgar/data/890447/000199937124015845/vtnrq-8k_12272024.htm,workflow=sec_identity_first_v1; identity_cik=890447; identity_flags=date_scoped|exact_filer_ticker|single_cik|valid_cik; event_flags=actual_terminal_language|cik_identity_match|delisting_language|direct_ticker_evidence|issuer_name_match|terminal_date_extracted|terminal_date_near_original_last|terminal_language; form=8-K; accession=0001999371-24-015845; date_distance=-1
